ID,Prediction
1,0.27652127548620237
2,-0.08365335181113068
3,0.24401213229813545
4,0.1387818084246165
5,0.10220167145044451
6,-0.1376056723091092
7,0.1813977472816109
8,0.3964928245195524
9,0.49022457070408776
10,0.6266835689925263
11,0.0017319290728609743
12,0.24637980810932908
13,0.3898286299218154
14,0.7257126606798212
15,-0.032505195075635374
16,0.25150879806276405
17,0.18930482794823972
18,0.39997897576530833
19,0.48290408167159893
20,0.10526986877551692
21,0.3205320581220907
22,0.304973285975028
23,0.6201335349156265
24,0.6222945533775315
25,-0.11167643812353265
26,0.31920887929023484
27,0.19936992812599227
28,0.2021252698667227
29,0.18272560580822278
30,0.3943528388513102
31,0.23840577950229075
32,0.1287904444748703
33,0.11697819751720975
34,0.020491529898294933
35,0.25633934954134574
36,0.24960570083351127
37,-0.1394907278941342
38,0.23869090728976283
39,0.308741292502902
40,0.6554364565721285
41,0.6319512682904324
42,0.00038677665735371847
43,0.48113720904637824
44,0.3431564728348607
45,0.050430078454302404
46,-0.08897432782319012
47,-0.22444208902523408
48,0.42590730339797855
49,0.21083456518089233
50,0.27824687371343043
51,-0.19966770977028273
52,0.008280555534933343
53,0.3532945970678556
54,0.41087470097924955
55,0.4385692621057537
56,0.2953757341577065
57,0.29352906520061484
58,0.27331005153750404
59,0.4677663872020718
60,0.5503282326568546
61,0.08703352982154888
62,0.6478363749611717
63,0.05392861039311361
64,-0.11798335379779643
65,0.07740313799885751
66,-0.01195462095173666
67,1.365685057363073
68,0.3041169255784437
69,-0.02949907527674961
70,-0.055518747933900006
71,-0.13621206297404248
72,0.47206930465520824
73,0.09415610266514572
74,0.1853700262916575
75,0.44623212880481816
76,0.058459172321243924
77,-0.20328686502978288
78,-0.013482614040007335
79,0.606352972413768
80,0.00789982492999336
81,0.25289760481615486
82,0.04885916798030049
83,0.1337857317852308
84,0.08238980942797164
85,0.16544233484513085
86,0.8453258065649228
87,0.28667267838092153
88,0.028436766122639956
89,0.3584014515827681
90,0.5491939909547902
91,0.36496418934679026
92,0.8357791618683992
93,-0.07248399788172893
94,0.09135893537161538
95,0.3236094796308949
96,0.4805863041533259
97,0.06582534379445358
98,-0.09014830706122601
99,0.24846058373781216
100,0.3037112050744102
101,0.5840736644647493
102,0.18992708298942906
103,0.25321256179831697
104,0.3855045697417261
105,0.7140530728318493
106,0.12179437480941108
107,0.20182744583009793
108,0.035468166952314556
109,0.2993788689002607
110,0.1808912931343291
111,0.08863394077969139
112,-0.04663402585366065
113,0.12187729216616416
114,0.1207292665430369
115,0.40313913875581164
116,0.20667158527956564
117,-0.08309729047092082
118,-0.147042060662191
119,0.0933851166204514
120,0.2639182959329388
121,0.6869218096749661
122,0.2076461289094475
123,0.6590804043208291
124,0.3537833273873306
125,0.8489191282703239
126,0.025345777238849954
127,0.2783045907127708
128,0.38595799176865214
129,0.23803491893282708
130,0.2905054312869012
131,0.5165932361526515
132,0.4129310267787412
133,0.36374507012584434
134,0.6579471778985972
135,0.1987131486902694
136,0.15140528048459828
137,-0.2429938767079345
138,0.019471052010975765
139,0.10491099934911007
140,0.029053256106031322
141,0.4490341587902075
142,0.1490274159095082
143,0.08534499084142835
